source_doc_id,date,sentence,found_term
159,2012-08-25 16:00:00,In fact Ukraine probably exports to Russia close to 100% of everything that these industries produce.,ukraine
159,2012-08-25 16:00:00,"I know and you have just said it yourself that Ukraine is looking for opportunities to expand its export markets, including by building ties with the dynamically developing Asian market.",ukraine
159,2012-08-25 16:00:00,"In fact, I think that if we were able to grant Ukraine observer status in this very important international forum, it would be useful for both the Russian and the Ukrainian economy.",ukraine
213,2012-10-02 16:00:00,Our neighbours in Ukraine are in the opposite predicament.,ukraine
245,2012-10-22 17:00:00,Ukrainian goods play an undisputed priority role in a number of sectors on the Russian market.,ukrainian
245,2012-10-22 17:00:00,"Almost all Russian helicopters are fitted with Ukrainian-made engines, for example.",ukrainian
246,2012-10-22 17:45:00,"Ladies and gentlemen, colleagues, Our meeting with President of Ukraine, Mr Yanukovych, was held in a business-like, friendly, honest atmosphere, as is typical for us.",ukraine
246,2012-10-22 17:45:00,"Our talks confirmed that the development of cooperation and partnership between Russia and Ukraine is our common, strategic choice.",ukraine
246,2012-10-22 17:45:00,"This is clear in the example of Russian-Ukrainian economic ties: many sectors of our industry are interdependent and complementary, with thousands of companies and enterprises working directly within the production cooperation framework.",ukrainian
246,2012-10-22 17:45:00,"Today, Ukraine is firmly in fourth place among Russia’s main foreign trade partners, and the first among CIS   Background information Commonwealth of Independent States (CIS)    nations.",ukraine
246,2012-10-22 17:45:00,"Given the high degree of integration between our economies, we will work more actively on projects in areas where Russia and Ukraine are truly leaders.",ukraine
246,2012-10-22 17:45:00,"So during the talks, we also touched on the important topic of Ukraine’s participation in integration processes underway in the CIS.",ukraine
246,2012-10-22 17:45:00,Ukraine was one of the first nations to ratify the CIS Free Trade Zone Agreement.,ukraine
246,2012-10-22 17:45:00,"In doing so, we perceive Ukraine as a country with a pragmatic attitude toward strengthening and promoting cooperation and integration.",ukraine
246,2012-10-22 17:45:00,"The President of Ukraine and I agreed to give instructions to our respective governments to begin joint all-around preparations for this anniversary, which is significant to both our nations.",ukraine
246,2012-10-22 17:45:00,"In conclusion, I would like to say the following: the parliamentary election campaign is wrapping up in Ukraine, and we sincerely hope that the elections to the Verkhovna Rada will ensure further steady democratic development of the brotherly Ukrainian nation.",ukraine
246,2012-10-22 17:45:00,I would like to thank Mr Yanukovych and all our Ukrainian friends for their constructive approach to all the issues we discussed.,ukrainian
265,2012-11-07 18:00:00,[Dmitry Livanov     Livanov DmitrySpecial Presidential Representative for Trade and Economic Relations with Ukraine ] a detailed report on the project’s state of progress.,ukraine
299,2012-12-05 17:00:00,This is our Ukrainian colleagues’ initiative.,ukrainian
299,2012-12-05 17:00:00,We hope that Ukraine will follow just this line when it takes over the OSCE presidency in 2013.,ukraine
306,2012-12-12 13:30:00,"There were representatives of several ethnicities: Tatars, Ukrainians, Georgians, and ethnic Russians of course.",ukrainian
318,2012-12-20 16:40:00,"Whereas the level of tariff protection in Ukraine, for example, which also acceded fairly recently, is 2.7 percent.",ukraine
318,2012-12-20 16:40:00,"It is somewhat strange, because that would make it look as though Ukrainian manufacturers are more competitive than European, which of course is not the case, right?",ukrainian
318,2012-12-20 16:40:00,"You know, we are not talking about Ukraine’s accession to the Customs Union.",ukraine
318,2012-12-20 16:40:00,"Because for this to be the case, we must receive Ukraine’s official application for Union membership.",ukraine
318,2012-12-20 16:40:00,"But we understand that the Ukrainian leadership is concerned that the development of the Customs Union means that a number of the functions of individual countries will be transferred to the supranational level, including the Customs Union Commission.",ukrainian
318,2012-12-20 16:40:00,As such it will be more and more difficult for Ukraine to resolve its economic problems related to operating in our market and in third country markets.,ukraine
318,2012-12-20 16:40:00,"For example, we regularly make decisions – and this is not linked with gas – about quotas for Ukraine’s pipeline goods, as well as for other types of products, such as sweets and so on.",ukraine
318,2012-12-20 16:40:00,"Now it turns out that we can’t do this alone; we don’t give Ukraine the quotas it wants because this lies within the competence of a supranational authority, not because we don’t want to.",ukraine
318,2012-12-20 16:40:00,"Our Ukrainian colleagues thought for a while that we were joking, but then they realised that it was not a joke.",ukrainian
318,2012-12-20 16:40:00,And given the extent of our cooperation this has a critical value for Ukraine’s economy.,ukraine
318,2012-12-20 16:40:00,"This is a serious issue related to the functioning of entire industries of the Ukrainian economy and helping its labour market stay at an adequate level, that is saving jobs.",ukrainian
318,2012-12-20 16:40:00,"Now of course our Ukrainian partners are looking for a way out of this situation, and seeking forms of cooperation with the Customs Union that would be acceptable for them, but conform with the rules that govern the functioning of the integration association.",ukrainian
318,2012-12-20 16:40:00,"If we see that our Ukrainian partners have some problems, certain difficulties, Gazprom takes steps in their direction: it provides the necessary loans and pays transit fees in advance to allow Naftogaz of Ukraine to function normally.",ukraine
318,2012-12-20 16:40:00,"I think that our Ukrainian partners have made a very big strategic mistake, a fundamental one.",ukrainian
318,2012-12-20 16:40:00,"Together with the Europeans we offered Ukraine to lease to us its gas transportation system, without violating Ukrainian legislation or law, without buying the property, allowing it to remain Ukrainian property.",ukraine
318,2012-12-20 16:40:00,We suggested to let us have the lease and at the same time assume the responsibility for developing and loading Ukraine’s gas transportation system.,ukraine
318,2012-12-20 16:40:00,The expediency of the very existence of Ukraine’s gas transportation system is being questioned.,ukraine
318,2012-12-20 16:40:00,You understand that this is a structural problem in the Ukrainian economy.,ukrainian
318,2012-12-20 16:40:00,"It is not easy, but it affects more than merely relations between the Russian Government and that of Ukraine, it particularly affects economic actors.",ukraine
321,2012-12-21 18:00:00,"All this, along with the use of Ukraine’s gas transportation system and expansion of the Yamal-Europe gas pipeline system, will significantly increase energy security on the European continent.",ukraine
392,2013-02-22 14:30:00,It is a particular pleasure for me to see representatives here from the brotherly nation of Ukraine.,ukraine
392,2013-02-22 14:30:00,"I would like to use exactly those words – brotherly Ukraine – because with our endless disputes concerning gas, we sometimes forget what is most important, that we truly are brotherly peoples.",ukraine
392,2013-02-22 14:30:00,"Here in Russia, we do not make any distinction between Russians and Ukrainians.",ukrainian
392,2013-02-22 14:30:00,"We love the distinctive Ukrainian culture, we love the Ukrainian language and its songs, we love everything related to Ukraine.",ukraine
392,2013-02-22 14:30:00,"Of course, it was a pleasure today to hear similarly kind words regarding the Russian language in Ukraine and such concern for Russian-speaking people.",ukraine
392,2013-02-22 14:30:00,But I would like to say that we have no less respect toward the Ukrainian language; we have no intention of getting involved in Ukraine’s domestic policy polemics and we expect common sense to prevail.,ukraine
392,2013-02-22 14:30:00,We are equally respectful of members of various political parties and movements in Ukraine.,ukraine
403,2013-03-04 18:00:00,Ukraine had insisted on it earlier.,ukraine
403,2013-03-04 18:00:00,"As for the Customs Union, our experts and the Ukrainian National Academy of Sciences’ Institute for Economics and Forecasting came to the conclusion that if Ukraine were to join the Customs Union, its GDP growth rate would be between 1.5 and 6.5 percent, depending on the depth of integration.",ukraine
403,2013-03-04 18:00:00,"The more tightly we work with Kazakhstan and Belarus, the more difficult it will be for Ukraine to enter our markets with its traditional goods.",ukraine
403,2013-03-04 18:00:00,"Clearly, the President of Ukraine is concerned by this.",ukraine
403,2013-03-04 18:00:00,"Naturally, this is of concern to us – to Russia and to Ukraine.",ukraine
403,2013-03-04 18:00:00,"In terms of socioeconomic aspects, I think that today there are no serious experts either in Ukraine or in Russia who do not believe that this experience is absolutely positive for Ukraine.",ukraine
403,2013-03-04 18:00:00,"And as the President of Ukraine said, at this time, the issue lies in political plane – it is a political issue, a political choice for Ukraine itself.",ukraine
455,2013-04-08 14:00:00,We should thank these Ukrainian girls for giving the fair some extra PR.,ukrainian
456,2013-04-08 21:20:00,How do they say it in Ukrainian?,ukrainian
481,2013-04-25 16:50:00,"Well, that depends on Ukraine, not on us.",ukraine
481,2013-04-25 16:50:00,Ukrainian experts themselves have spoken in favour of the idea.,ukrainian
481,2013-04-25 16:50:00,"Experts from the Ukrainian Academy of Sciences, one of its institutes actually, I think it’s called the Institute for Economics and Forecasting, have said that Ukraine’s GDP would grow substantially if Ukraine joins the Customs Union and the Common Economic Space.",ukraine
481,2013-04-25 16:50:00,"Ukraine itself, its people and government, has to decide if they need this or not.",ukraine
481,2013-04-25 16:50:00,"The Ukrainian economy has huge, wide-ranging ties with the economies of Russia, Belarus and Kazakhstan, and abandoning this cooperation would be an irreplaceable loss for everyone involved.",ukrainian
481,2013-04-25 16:50:00,"And while Russia would still be able to compensate in some way for these losses, Ukraine would find this very difficult indeed.",ukraine
481,2013-04-25 16:50:00,"Ultimately though, the choice is up to Ukraine.",ukraine
481,2013-04-25 16:50:00,"You know, if we respect someone, we have to admit that they are better than us in some ways, and Ukraine can be something better than us too, why not?",ukraine
481,2013-04-25 16:50:00,"I love Ukrainian culture and people, I think it's part of our soul.",ukrainian
542,2013-06-06 16:15:00,"Suffice it to say that the Voronezh-DM radar station will completely take over the functions previously performed by the Dnepr and Daryal systems, which are located in the Ukraine and in Azerbaijan, respectively; in Mukachevo and Sevastopol, Ukraine, and Gabala in Azerbaijan.",ukraine
615,2013-07-23 18:00:00,"At the foundations of the Russian nation and the centralised Russian state are the same spiritual values that unite the whole of that part of Europe now shared by Russia, Ukraine, and Belarus.",ukraine
615,2013-07-23 18:00:00,I already mentioned the common historical moral and spiritual roots that we share with the peoples of Ukraine and Belarus.,ukraine
618,2013-07-25 17:30:00,"Orthodoxy has become a spiritual buttress for the Russian state and for our national consciousness, uniting Russia, Ukraine and Belarus through strong bonds of brotherhood.",ukraine
618,2013-07-25 17:30:00,"One such event, symbolising the spiritual unity of the Orthodox peoples, is the bringing ofa Christian relic – the cross of St Andrew the Apostle – to Russia, Ukraine and Belarus.",ukraine
620,2013-07-27 14:20:00,"Mr Yanukovych, friends, First of all, I am grateful to the President of Ukraine for his invitation to participate in celebrations of the 1025th anniversary of the Baptism of Rus and I thank you for today’s opportunity to meet with you.",ukraine
620,2013-07-27 14:20:00,I am pleased to note that you and I maintain a constant personal contact: you come to our nation on working visits and I come to Ukraine – today’s meeting is yet another confirmation of this.,ukraine
621,2013-07-27 14:40:00,"Your Holiness, Your Beatitude, Your Eminence, friends, I am very happy to meet with the hierarchs of the Ukrainian Orthodox Church.",ukrainian
621,2013-07-27 14:40:00,"It is being held during the days when Russia, Ukraine and Belarus are jointly celebrating an important date: the 1025th anniversary of the Baptism of Rus.",ukraine
621,2013-07-27 14:40:00,Strong humanitarian and spiritual ties are a firm foundation for Russian-Ukrainian friendship.,ukrainian
621,2013-07-27 14:40:00,"On this festive day, I am particularly pleased to fulfil the honourable mission of the Russian government and present you with state decorations – you, the hierarchs of the Ukrainian Orthodox Church of the Moscow Patriarchate.",ukrainian
621,2013-07-27 14:40:00,"I sincerely wish you health and success in this noble service, and I want to thank you once again for your wisdom and selflessness, which are so greatly needed not just by the citizens of Russia and Ukraine, but by all Orthodox peoples.",ukraine
621,2013-07-27 14:40:00,"I must state from the outset that we have very friendly, close, business-oriented relations with Ukraine’s leadership.",ukraine
621,2013-07-27 14:40:00,"Indeed, this is the main goal of our visit to Ukraine, to Kiev, today.",ukraine
621,2013-07-27 14:40:00,"Your Holiness, your Beatitude, hierarchs of the Ukrainian Orthodox Church, Please let me sincerely congratulate you on receiving Russian state decorations and allow me to recall, as was said earlier, our common history, which began so long ago.",ukrainian
621,2013-07-27 14:40:00,"One such good periodwas Peter the Great’s decree of 1721, when theological schools were established at every episcopacy across Russia and the teachers at these schools all came from Ukraine – all of them – this was the general rule introduced by Peter the Great’s decree.",ukraine
622,2013-07-27 17:30:00,"Good afternoon, friends, I just said goodbye before to President of Ukraine Mr Yanukovych.",ukraine
622,2013-07-27 17:30:00,"As your agenda and your main programme outlines state, you are here to discuss the significance of Ukraine’s civilisational choice.",ukraine
622,2013-07-27 17:30:00,This is not just Ukraine’s civilisational choice.,ukraine
622,2013-07-27 17:30:00,"When I say “for our entire people”, we know today’s reality of course, know that there are the Ukrainian people and the Belarusian people, and other peoples too, and we respect all the parts of this heritage, but at the same time, at the foundations of this heritage are the common spiritual values that make us a single people.",ukrainian
622,2013-07-27 17:30:00,The Ukrainian Orthodox Church leaders spoke about this today.,ukrainian
622,2013-07-27 17:30:00,The Baptism of Rus was a great event that defined Russia’s and Ukraine’s spiritual and cultural development for the centuries to come.,ukraine
622,2013-07-27 17:30:00,"Ukraine, like Russia, has not had an easy history.",ukraine
622,2013-07-27 17:30:00,"In mediaeval times, Ukraine was part of first one and then another European power centre, came under the rule of one country, then another.",ukraine
622,2013-07-27 17:30:00,"The unity of east and west changed the lives of Ukraine’s population and its elite for the better, as everyone knows.",ukraine
622,2013-07-27 17:30:00,"In accordance with Peter the Great’s decree, the heads of these schools were all from Ukraine.",ukraine
622,2013-07-27 17:30:00,"Many Ukrainians were also active in diplomatic and senior civil service in Russia, abroad and in the central government bodies.",ukrainian
622,2013-07-27 17:30:00,"After its reunification with Russia, Ukraine developed very rapidly in the 17–18th centuries.",ukraine
622,2013-07-27 17:30:00,"By the late 19th century, Ukraine had a dense railway network.",ukraine
622,2013-07-27 17:30:00,This was Ukraine’s economic boom.,ukraine
622,2013-07-27 17:30:00,Ukraine produced double the amount of cast iron as the Urals at the end of the 19th century.,ukraine
622,2013-07-27 17:30:00,Ukraine’s people played an active part in the Russian Empire’s economic and cultural life.,ukraine
622,2013-07-27 17:30:00,People from Ukraine were very active in developing Siberia.,ukraine
622,2013-07-27 17:30:00,"Of the 2.5 million people who resettled in Siberia over 1906–1912, around 1 million came from Ukraine.",ukraine
622,2013-07-27 17:30:00,"Today, there are many Ukrainians living in every town and village throughout Siberia.",ukrainian
622,2013-07-27 17:30:00,"During the Soviet period, Ukraine had the highest technological and industrial development level of the Soviet republics.",ukraine
622,2013-07-27 17:30:00,"Four hundred of the 1,500 new industrial enterprises created were in Ukraine, including such giants as Zaporozhstal, Kommunar, Krivorozhstal, Azovstal, DneproGES, aluminium smelters, the Kharkov Tractor Factory, and the Lugansk Locomotive Factory.",ukraine
622,2013-07-27 17:30:00,The industrialisation programme put Ukraine ahead of many Western European countries in the heavy industry sector.,ukraine
622,2013-07-27 17:30:00,And this was counting only Ukraine on its own!,ukraine
622,2013-07-27 17:30:00,No effort was spared to rebuild Ukraine after the Great Patriotic War.,ukraine
622,2013-07-27 17:30:00,"By 1950, Ukraine was producing more ferrous metals, iron ore, electricity, mineral fertilisers and other important industrial goods than before the war.",ukraine
622,2013-07-27 17:30:00,Ukraine’s average annual industrial growth rate was nearly 1.5 times higher than the national average.,ukraine
622,2013-07-27 17:30:00,"Ukraine produced around 48 percent of total Soviet steel output, 33 percent of rolled steel, 53 percent of iron ore, 30 percent of coal, 38 percent of metal-cutting tools, and 71 percent of sugar.",ukraine
622,2013-07-27 17:30:00,"By 1960, industrial output in Ukraine had increased more than 3.6-fold compared to 1940.",ukraine
622,2013-07-27 17:30:00,"In 1965, Ukraine’s industrial production was 5.6 times higher than the 1940 level.",ukraine
622,2013-07-27 17:30:00,Ukraine became a leader in developing advanced technology in the 1970s.,ukraine
622,2013-07-27 17:30:00,Western estimates show that Ukraine’s per capita income in 1970 was higher than in a developed European country such as Italy.,ukraine
622,2013-07-27 17:30:00,We will respect whatever choice the Ukrainian government and people make on the depth of Ukraine’s engagement in these processes in the post-Soviet area.,ukraine
622,2013-07-27 17:30:00,Our bilateral trade with Ukraine fell by slightly over 18 percent in the first quarter of this year.,ukraine
622,2013-07-27 17:30:00,"Let me say again that we will respect whatever choice our Ukrainian partners, friends and brothers make.",ukrainian
622,2013-07-27 17:30:00,I know how hard you are working on searching for the best possible forms of cooperation between Russia and Ukraine.,ukraine
623,2013-07-28 13:00:00,"Mr Yanukovych, sailors and officers, admirals and generals, veterans, I congratulate all of you on Russian Navy Day and Ukrainian Navy Day.",ukrainian
623,2013-07-28 13:00:00,Glory to the sailors of Russia and Ukraine!,ukraine
668,2013-09-04 09:00:00,"You know, no matter what happens, and wherever Ukraine goes, anyway we shall meet sometime and somewhere.",ukraine
668,2013-09-04 09:00:00,"And however angry the nationalists from both sides can be with my words, and there are nationalists in our country, as well as in Ukraine, this is in fact true.",ukraine
668,2013-09-04 09:00:00,"By the way, the Ukrainian culture, Ukrainian language, dances and music are wonderful.",ukrainian
668,2013-09-04 09:00:00,"Both the White movement and the Red one were fighting against each other to death, millions of people died during the civil war, but they never raised the issue of separation of Ukraine.",ukraine
668,2013-09-04 09:00:00,"As far as this part of Ukraine is concerned, it is a territory and we understand and remember that we were born, as I said, from the unified Ukrainian Dnieper baptistery, Russia was born there and we all come from there.",ukraine
668,2013-09-04 09:00:00,"It so happened that the part of this territory fell into the hands of different states situated to the west of these territories, and all these years, all these centuries the Ukrainian people experienced many privations, in fact, suffered and were in a humiliating situation.",ukrainian
668,2013-09-04 09:00:00,"Only after the reunification of both parts of Russia, this part of Ukraine began to develop and, in fact, thrive.",ukraine
668,2013-09-04 09:00:00,"During the joint and unified coexistence Ukraine turned into a large European state having received additional territories, population and also due to Russia, due to some of its areas in the west.",ukraine
668,2013-09-04 09:00:00,The Soviet Union made such exchanges and awarded these territories to Ukraine.,ukraine
668,2013-09-04 09:00:00,"We should proceed from the reality; we should proceed from the fact that a great number of the Ukrainian people values its samostiynost’, that is independence.",ukrainian
668,2013-09-04 09:00:00,"Regarding integration processes, we should treat Ukraine with respect as well.",ukraine
668,2013-09-04 09:00:00,"If Ukraine considers that it is necessary and reasonable for it to conclude, for example, a free-trade zone agreement with the European Union, let it be.",ukraine
668,2013-09-04 09:00:00,The bottom line is that Ukraine is taking additional commitments to reduce tariff protection and customs barriers.,ukraine
668,2013-09-04 09:00:00,"With respect to a large group of products – and what I’m going to say is clear, you even don’t need to be a specialist – Ukraine is slashing to zero import duties for a period of time, as for some other goods, it does this for all.",ukraine
668,2013-09-04 09:00:00,"When import duties are slashed to zero, foreign goods appear on the Ukrainian market, while its own production is functioning and needs to be sold as well.",ukrainian
668,2013-09-04 09:00:00,"It means that Ukrainian enterprises will have to produce everything, for example, a lift, a car, a shirt, watches and other goods in compliance with technical regulations of the European Union.",ukrainian
668,2013-09-04 09:00:00,I can hardly imagine the development of the Ukrainian missile and space industries.,ukrainian
668,2013-09-04 09:00:00,All our helicopters have Ukrainian-made engines.,ukrainian
668,2013-09-04 09:00:00,"So it seemed to me that if we defined some principles together within the common economic space, then it would be more difficult for the Europeans to talk to us as a Russian-Ukrainian-Kazakh-Belarusian Customs Union as a whole than as separate states, especially directly with just Ukraine.",ukraine
668,2013-09-04 09:00:00,We’ll see what the Ukrainian leadership will choose.,ukrainian
699,2013-09-19 19:45:00,Regarding Ukraine.,ukraine
699,2013-09-19 19:45:00,"Ukraine, without a doubt, is an independent state.",ukraine
699,2013-09-19 19:45:00,"Of course, the Ukrainian people, the Ukrainian culture and the Ukrainian language have wonderful features that make up the identity of the Ukrainian nation.",ukrainian
699,2013-09-19 19:45:00,"It is part of our greater Russian, or Russian-Ukrainian, world.",ukrainian
699,2013-09-19 19:45:00,"By the way, Ukraine had a long and difficult path to reach its current state today.",ukraine
699,2013-09-19 19:45:00,"It was part of one state, then another state, and in each, a part of Ukraine’s public entities were not privileged.",ukraine
699,2013-09-19 19:45:00,"The Ukrainian people had a very difficult destiny, but when we united into one Rus, that part of the nation began to develop rapidly, began developing infrastructure and trade.",ukrainian
699,2013-09-19 19:45:00,One third of that funding went to Ukraine.,ukraine
699,2013-09-19 19:45:00,"Let me reiterate: today, Ukraine is an independent state, and we respect that fact.",ukraine
699,2013-09-19 19:45:00,"Naturally, selecting priorities and selecting allies is the national, sovereign right of the Ukrainian people and the legitimate Ukrainian government.",ukrainian
699,2013-09-19 19:45:00,"How do we see this process of [Ukraine] joining the EU or signing a Customs Union agreement with Russia, Kazakhstan and Belarus?",ukraine
699,2013-09-19 19:45:00,"But the level of customs protection in Russia is higher than in Ukraine; I think it is twice as high, or near that.",ukraine
699,2013-09-19 19:45:00,"And we believe that if Ukraine joined the Customs Union and we coordinated our efforts and negotiated with the Europeans, we would have more chances to negotiate better terms of trade with our main economic and trade partner.",ukraine
699,2013-09-19 19:45:00,"In this sense, we believe that [joining the Customs Union] serves both our and Ukrainian interests.",ukrainian
699,2013-09-19 19:45:00,"According to our calculations, and the Ukrainian Academy of Sciences confirms this, Ukraine would receive an additional $9 billion.",ukraine
699,2013-09-19 19:45:00,How would Ukraine benefit from joining the EU?,ukraine
699,2013-09-19 19:45:00,But I have no idea whether Ukraine’s economy can cope with such liberalism.,ukraine
699,2013-09-19 19:45:00,"It’s none of our business really, our Ukrainian partners must decide this for themselves.",ukrainian
699,2013-09-19 19:45:00,"If import duties are further reduced in Ukraine, then good quality and cheap European goods will make their way there.",ukraine
699,2013-09-19 19:45:00,"They will squeeze products of Ukrainian origin out of the domestic market, pushing them where?",ukrainian
699,2013-09-19 19:45:00,"After all, look at the share of agricultural products that Ukraine imports and which end up on the Russian market.",ukraine
699,2013-09-19 19:45:00,"We are doing so in good faith and in advance, without in any way encroaching on [Ukraine’s] sovereign right to take a foreign policy decision.",ukraine
699,2013-09-19 19:45:00,"But when we talk about pragmatic things we must not forget, as I already said, that this affects not only Ukraine, but also Moldova, which you have also mentioned.",ukraine
699,2013-09-19 19:45:00,"The answer is: to Russia, Belarus, Ukraine and Kazakhstan.",ukraine
699,2013-09-19 19:45:00,"Secondly, we suspect that we’ll receive products from third countries disguised as Moldovan or Ukrainian goods.",ukrainian
725,2013-10-08 12:00:00,We have a fairly big difference in the customs protection level of our markets with Ukraine and with the Customs Union.,ukraine
725,2013-10-08 12:00:00,"Indeed, if it comes to that and Ukraine lowers the level of protection for its own customs territory, then we will have to take certain protective measures.",ukraine
725,2013-10-08 12:00:00,"Ukraine and Russia are absolutely, undeniably fraternal nations, as I have already said; we are, fundamentally, a single people.",ukraine
725,2013-10-08 12:00:00,"So naturally, we will continue to cooperate just as we are doing now, despite all these rather emotional and turbulent discussions on Ukraine’s possible signing of the document on its association with the EU.",ukraine
725,2013-10-08 12:00:00,"Ten days ago, our banks formalisedanother loan to Ukraine for $750 million, with my approval, of course.",ukraine
725,2013-10-08 12:00:00,"And Gazprom, also with input from the Russian leadership, decided to help Ukraine fill a gas storage facility with a discount of, I believe, $260 per 1,000 cubic metres.",ukraine
725,2013-10-08 12:00:00,"I may be mistaken on the exact figure, but just recently, the price for Ukraine was $400, and now it has dropped to $380 or $390.",ukraine
725,2013-10-08 12:00:00,"In addition, Gazprom gave this discount for Ukraine’s underground gas storage facility.",ukraine
725,2013-10-08 12:00:00,"In other words, we are cooperating; we are helping Ukraine, our Ukrainian partners, our friends.",ukraine
725,2013-10-08 12:00:00,"As for advice about whom we should consult, and how, we hope that our Ukrainian friends will also consult with us before they take any action.",ukrainian
744,2013-10-24 22:10:00,"It is the sovereign right of the Ukrainian people, the Ukrainian leadership represented by the President, Parliament and Government.",ukrainian
744,2013-10-24 22:10:00,It would be impossible because that association assumes the creation of a free trade zone between the European Union and Ukraine.,ukraine
744,2013-10-24 22:10:00,"Within the framework of that zone, Ukraine takes on the responsibility to implement the European Union’s trade rules and trade policy within its territory.",ukraine
744,2013-10-24 22:10:00,"And the following question occurs: as we know, Ukraine is required to implement the European Union’s technical regulations within its territory.",ukraine
