source_doc_id,date,sentence,found_term,accompanying_terms,zs_base_label,zs_base_score,zs_syn_label,zs_syn_score
910,2014-03-04 15:40:00,"But out of humanitarian considerations, it would be good if our human rights organisations got involved in this as well; we might ask Vladimir Lukin, either alone or together with his colleagues, representatives from France, Germany and Poland, with whom he participated in developing the well-known document of February 21, 2014, to go on location and see what is happening there with these Berkut officers, who have not broken any laws and acted in accordance with their orders.",poland,[],partner,0.8818078637123108,ally,0.5988322496414185
961,2014-04-17 15:55:00,"When Yanukovych signed the agreement on February 21, which was guaranteed by three European foreign ministers from Poland, France and Germany, he believed that this agreement would be honoured.",poland,[],partner,0.8852850794792175,ally,0.5630384683609009
961,2014-04-17 15:55:00,"Some of these territories were part of Czechoslovakia, some of Hungary, some of Austro-Hungary and some of Poland, where they were never full-fledged citizens.",poland,[],partner,0.7647886276245117,adversary,0.7299901247024536
972,2014-04-28 15:40:00,"A proposal might be perfectly rational at its core, but because the drafting has produced a document that is still rough, vague and insufficiently polished into shape, it either gets shelved, put aside, or gets sent back for redrafting, expansion, additions, and this wastes time and can even end up distorting the proposal’s original sense.",polish,[],partner,0.48685139417648315,ally,0.43376752734184265
1013,2014-05-23 16:45:00,This is our annual supply to Poland.,poland,[],partner,0.901411235332489,ally,0.9172671437263489
1020,2014-05-24 18:30:00,This was a free shipment and it amounts to what we deliver to Poland in a whole year.,poland,[],neutral,0.505109965801239,ally,0.5428519248962402
1028,2014-05-28 17:15:00,"Up until now, as I have already said, we were supplying Ukraine for free with more gas than total consumption and our annual gas supplies to a country like Poland.",poland,[],partner,0.8580793142318726,ally,0.4708918333053589
1049,2014-06-11 16:00:00,"Let me note here that neighbouring countries, Poland and a few others, receive gas at a higher price but using the same method for obtaining this price, namely, reducing the export duty on gas.",poland,[],partner,0.9369269013404846,ally,0.8153772354125977
1061,2014-06-24 20:00:00,There is another gas pipeline through Belarus and Poland.,poland,[],partner,0.9090403914451599,ally,0.5951213836669922
1072,2014-07-02 19:00:00,The Nazis were forever chased from Belarus and the troops went on to liberate Poland and other European countries.,poland,[],enemy,0.6056222319602966,adversary,0.7504046559333801
1138,2014-08-26 16:30:00,You remove it: Poland.,poland,[],partner,0.584183931350708,ally,0.5405200719833374
1227,2014-10-24 19:00:00,"This is particularly relevant given the strengthening and growth of certain regions on the planet, which process objectively requires institutionalisation of such new poles, creating powerful regional organisations and developing rules for their interaction.",poles,[],partner,0.8826838135719299,unbiased,0.6905466318130493
1227,2014-10-24 19:00:00,"Some territory was transferred from Poland and some from Hungary, I think.",poland,[],partner,0.8799139261245728,adversary,0.545333206653595
1227,2014-10-24 19:00:00,What was Lvov if not a Polish city?,polish,[],partner,0.875453531742096,ally,0.6789766550064087
1227,2014-10-24 19:00:00,Poland was compensated through the territory it gained from Germany when the Germans were driven out of a number of eastern regions.,poland,[],partner,0.7035739421844482,ally,0.47795918583869934
1238,2014-11-05 16:10:00,"They were going to physically exterminate the Slavic people, and not just ethnic Russians, but many other peoples, including the Jews, the Gypsies and the Poles.",poles,[],enemy,0.8442923426628113,adversary,0.9059234261512756
1238,2014-11-05 16:10:00,"Or, for example, there are still arguments about the Molotov-Ribbentrop pact, and the Soviet Union is blamed for dividing Poland.",poland,[],enemy,0.7158114910125732,adversary,0.9524221420288086
1238,2014-11-05 16:10:00,"But what did Poland itself do, when the Germans invaded Czechoslovakia?",poland,['itself'],enemy,0.6842952370643616,adversary,0.8658517003059387
1238,2014-11-05 16:10:00,"And then, in turn, the same thing happened to Poland.",poland,[],partner,0.8331122994422913,ally,0.5496689677238464
1238,2014-11-05 16:10:00,I visited Poland a few years ago and heard there about how World War II began.,poland,[],enemy,0.5921099185943604,adversary,0.7051906585693359
1263,2014-11-17 02:00:00,"Indeed, on February 21, not only the German Minister of Foreign Affairs but also his counterparts from Poland and France arrived in Kiev to act as guarantors of the agreement achieved between the then President of Ukraine Viktor Yanukovych and the opposition.",poland,[],partner,0.9598388075828552,ally,0.8601638674736023
1263,2014-11-17 02:00:00,"I would like to say the following in this regard: either the Foreign Ministers of Germany, Poland and France should not have signed the agreement between the authorities and the opposition as its guarantors, or, since they did sign it after all, they should have insisted on its implementation instead of dissociating themselves from this agreement.",poland,[],partner,0.6202132701873779,adversary,0.62107253074646
1263,2014-11-17 02:00:00,"I believe, what is missing is the understanding that in order to be successful, stable and prosperous, the people who live on this territory, regardless of the language they speak (Hungarian, Russian, Ukrainian or Polish), must feel that this territory is their homeland.",polish,[],partner,0.8096455335617065,ally,0.5253477096557617
1266,2014-11-19 14:00:00,We share many centuries of common history with the Republic of Poland.,poland,[],partner,0.9617152214050293,ally,0.9305751919746399
1308,2014-12-18 15:20:00,"The agreement was signed by the three foreign ministers of Germany, Poland and France as guarantors of the agreement.",poland,[],partner,0.908698320388794,ally,0.866317868232727
1308,2014-12-18 15:20:00,"They are creating threats for us, they are deploying their strategic missile defence components not just in Alaska, but in Europe as well – in Romania and Poland, very close to us.",poland,[],enemy,0.9596155881881714,adversary,0.9877901077270508
1308,2014-12-18 15:20:00,"Many people from Poland and Germany travel to Kaliningrad, and Kaliningrad Region residents often go to neighbouring regions.",poland,[],partner,0.8899031281471252,ally,0.6296284794807434
1477,2015-05-10 16:00:00,"Second, I remind you that after the Munich Agreement was signed, Poland itself took steps to annex part of Czech territory.",poland,['itself'],partner,0.7347744107246399,adversary,0.8587289452552795
1477,2015-05-10 16:00:00,"In the end, following the Molotov-Ribbentrop Pact and the division of Poland, they fell victim to the same policy that they tried to pursue in Europe.",poland,[],enemy,0.5794191360473633,adversary,0.8418172597885132
1477,2015-05-10 16:00:00,"You know, yesterday at the reception, veterans from the Unites States, Britain, Poland and several other countries came up and thanked me for all that was done during the war.",poland,[],partner,0.8897103667259216,ally,0.6637780070304871
1505,2015-06-06 09:00:00,"You see, there were veterans from quite a number of countries in Moscow: from the United States, Great Britain, Poland and other European countries.",poland,[],partner,0.929030179977417,ally,0.7267149090766907
1533,2015-06-24 16:10:00,"But in any case, the final price for Ukrainian consumers should be at the same level as for neighbouring nations like Poland, it should not be higher.",poland,[],partner,0.7796236276626587,ally,0.5759856104850769
1686,2015-10-22 20:45:00,"Meanwhile, the residents of those countries – and we should openly speak about this, without trying to polish things up – the residents are irritated by the dominance of strangers, rising crime rate, money spent on refugees from the budgets of their countries.",polish,[],partner,0.5073514580726624,unbiased,0.8768462538719177
1686,2015-10-22 20:45:00,These systems will be in place in Romania by the end of the year and in Poland by 2018 or 2020.,poland,[],partner,0.7401783466339111,ally,0.609786868095398
1799,2016-01-11 06:00:00,"Bilateral agreements have been signed with Turkey, Romania, Poland, and Spain.",poland,[],partner,0.9579777121543884,ally,0.7424004077911377
1799,2016-01-11 06:00:00,"A positioning area has already been created in Romania, another one will be created in Poland by 2018; a radar is being installed in Turkey.",poland,[],partner,0.8891148567199707,adversary,0.4585019648075104
1909,2016-04-07 17:00:00,"We are worse off than Poland, not to mention France although it is also yielding positions to US producers.",poland,[],partner,0.6637091636657715,adversary,0.7779487371444702
1959,2016-05-13 16:20:00,"Second, this is a flagrant violation of the Intermediate-Range Nuclear Forces Treaty because the launchers, to be deployed after the radar stations in Romania and Poland go on stream, can easily be used for the deployment of intermediate and short range missiles.",poland,[],enemy,0.8869574666023254,adversary,0.9511938095092773
1959,2016-05-13 16:20:00,"Along with the offshore deployment – in the Mediterranean in this case – the Aegis system, the radar stations in Romania, and then the planned site in Poland – all these are additional steps towards throwing the international security system off balance and unleashing a new arms race.",poland,[],enemy,0.5652564764022827,adversary,0.948115348815918
1990,2016-05-27 23:30:00,The same will be done with regard to Poland.,poland,[],partner,0.832737386226654,ally,0.6812809705734253
1990,2016-05-27 23:30:00,We will wait for certain actions to be taken in Poland.,poland,[],partner,0.7794549465179443,adversary,0.4971594512462616
2004,2016-06-07 18:20:00,"With regard to Poland not renewing the gas contract with us, our partners — economic agents at the corporate level — have not said anything on that account yet.",poland,[],partner,0.9354371428489685,adversary,0.6048574447631836
2004,2016-06-07 18:20:00,"Gazprom, as Chairman of the Board of Gazprom Mr Miller told me yesterday, is exploring possibilities and plans to make an offer, in the near future, to other prospective partners (Polish, European, or any other for that matter) to buy this gas from us at the Belarusian-Polish border after the contract with Poland expires, by signing a new contract for 10–15 years.",poland,['belarusian'],partner,0.9181848764419556,ally,0.44784510135650635
2004,2016-06-07 18:20:00,"These could be Polish, German, Austrian, Italian, or French companies – it does not really matter.",polish,[],partner,0.6602821946144104,ally,0.5483149290084839
2004,2016-06-07 18:20:00,"Perhaps, the Israelis will buy this gas from us and sell it to Poland – this is also an option.",poland,[],partner,0.8692618012428284,ally,0.6929017901420593
2021,2016-06-17 23:55:00,"No one will know, neither the Romanians, nor the Poles.",poles,[],partner,0.6706573963165283,adversary,0.4730323553085327
2045,2016-06-30 14:10:00,"Rapid reaction forces are being deployed in Poland and the Baltic countries, and there is a build-up in offensive weapons.",poland,[],partner,0.5978299975395203,adversary,0.880882203578949
2049,2016-07-01 19:30:00,Now there is talk about deploying the same system of radar and interceptor missiles in Poland which is in the Baltic Sea region.,poland,[],partner,0.6891996264457703,adversary,0.7877596020698547
2121,2016-09-05 10:30:00,"But then we will have to discuss not only Kaliningrad, but also the eastern lands of Germany, the city of Lvov, a former part of Poland, and so on, and so forth.",poland,[],partner,0.7551152110099792,adversary,0.5482932925224304
2121,2016-09-05 10:30:00,"The United States unilaterally withdrew from the ABM Treaty and launched an intensive construction of anti-ballistic missile defence system as part of their strategic nuclear forces transferred to the periphery, and started constructing missile deployment areas in Romania and, subsequently, in Poland.",poland,[],enemy,0.6584742069244385,adversary,0.8759036660194397
2209,2016-10-27 20:00:00,"But today the price for Ukraine – and we had agreed on this before and said so last year – will not be higher than the price for its neighbours, for instance, Poland.",poland,[],partner,0.7774602174758911,ally,0.4564207196235657
2209,2016-10-27 20:00:00,I do not know the current prices but when we had this conversation Poland was buying gas from us for $185 or $184 per thousand cubic metres in accordance with the contractual commitments that are still valid.,poland,[],partner,0.7939337491989136,ally,0.5348764061927795
2229,2016-11-09 13:30:00,"Mr Ambassador of the Polish Republic, we are both aware that it would be difficult to call the state of Russian-Polish relations satisfactory today.",polish,['russian'],partner,0.5835883617401123,adversary,0.7875474691390991
2299,2016-12-23 15:55:00,Let us give the floor to the Poles.,poles,[],partner,0.9010934233665466,ally,0.7003869414329529
2299,2016-12-23 15:55:00,"It is not with us that such countries as Poland or Hungary should discuss those issues, and they are not doing that of course, they are discussing them with Brussels, with European capitals.",poland,[],partner,0.47177645564079285,adversary,0.7313580513000488
2299,2016-12-23 15:55:00,"Regarding developing relations between Russia and Europe, I already answered your Polish colleague on this subject.",polish,[],partner,0.8437527418136597,ally,0.6085103154182434
2299,2016-12-23 15:55:00,"Instead of condemning an anti-constitutional coup and calling for execution of the agreement to which the foreign ministers of three European countries – France, Germany and Poland – had put their signatures, they supported this anti-constitutional coup.",poland,[],partner,0.7410219311714172,adversary,0.6728081107139587
2449,2017-04-20 14:30:00,"Everybody knows that it was the site of a tragedy, and about 4,500 Poles were buried there.",poles,[],partner,0.8642919063568115,adversary,0.42511048913002014
2449,2017-04-20 14:30:00,"That is why we are making a comprehensive exhibition dedicated to our soldiers, as well – heroic soldiers, Russian people who fell victim to reprisals side by side with the Poles, and there was nothing interethnic in it.",poles,[],partner,0.7999595403671265,adversary,0.4294227063655853
2449,2017-04-20 14:30:00,"The whole world had an extraordinary response to it because he received the highest awards from Israel, the Netherlands and Poland but his own country had not decorated him at that time.",poland,[],partner,0.8951505422592163,ally,0.6970145106315613
2519,2017-05-31 08:00:00,"The missile defence facilities in Europe – in Poland and Romania – would not have been built, which, undoubtedly, creates a threat to our strategic nuclear forces and disrupts the strategic balance – an extremely dangerous development for international security.",poland,[],partner,0.5155519843101501,adversary,0.8118641972541809
2545,2017-06-15 16:00:00,"Close to 170 years ago, Taras Shevchenko said, “Ukraine has fought to the point where it suffers more at the hands of its own children than it ever did at the hands of the Poles”.",poles,[],partner,0.5906210541725159,adversary,0.701087474822998
2613,2017-07-26 19:15:00,"The Boiling Point hubs that are already working in Moscow, St Petersburg and Ivanovo serve as poles of attraction and discussion platforms, and one of these hubs is now opening here in Petrozavodsk, in Karelia.",poles,[],partner,0.8728387951850891,ally,0.739212691783905
2660,2017-09-01 14:30:00,"The earlier you make it the better, the more time you will have to make improvements, polish up something, consult somebody and make adjustments.",polish,[],partner,0.5296435952186584,ally,0.5243582129478455
2739,2017-10-19 20:10:00,"As guarantors, the foreign ministers of Poland, France and Germany signed a document, an agreement between President Yanukovych and the opposition.",poland,[],partner,0.9693984985351562,ally,0.9574404358863831
2739,2017-10-19 20:10:00,Poland also made some comments in this regard.,poland,[],partner,0.9677908420562744,ally,0.799635112285614
2739,2017-10-19 20:10:00,Poland announced recently that it already has a million Ukrainians.,poland,[],partner,0.8539038300514221,ally,0.59089595079422
2844,2017-12-14 15:50:00,Ukraine’s neighbour – Poland.,poland,[],partner,0.9833617210388184,ally,0.9592623710632324
2844,2017-12-14 15:50:00,Both Polish and Russian experts have investigated the case thoroughly.,polish,[],partner,0.8877620100975037,ally,0.650214672088623
2844,2017-12-14 15:50:00,Do you want to further complicate Russian-Polish relations?,polish,['russian'],partner,0.5524343848228455,adversary,0.8793846964836121
2844,2017-12-14 15:50:00,It seems to me that Russian-Polish relations are more important than the current internal political struggle in Poland between various forces that are quick to use any anti-Russian factor in this struggle.,poland,['russian'],partner,0.7994186878204346,adversary,0.5994188785552979
2844,2017-12-14 15:50:00,"Become mature, meet the requirements of today and the interests of the Polish nation and the Polish people.",polish,[],partner,0.7497517466545105,ally,0.5130120515823364
2844,2017-12-14 15:50:00,Clinging to these problems and further degradation of Russian-Polish relations does not benefit Poland at all.,poland,['russian'],partner,0.5228623747825623,adversary,0.8528174161911011
2844,2017-12-14 15:50:00,"Count your losses from the various sanctions that Poland has joined, the jobs lost, and the businesses that could have developed targeting the Russian market.",poland,[],enemy,0.5148512721061707,adversary,0.8293991684913635
2844,2017-12-14 15:50:00,We do not need anything from Poland.,poland,[],neutral,0.5517488718032837,unbiased,0.7682574391365051
2844,2017-12-14 15:50:00,We want to develop relations with Poland.,poland,[],partner,0.9379339814186096,ally,0.8776355385780334
2844,2017-12-14 15:50:00,I hope this approach will prevail in Poland as well.,poland,[],partner,0.8956162929534912,ally,0.8200091123580933
2861,2017-12-22 15:50:00,"For example, multipurpose missile launchers have already been deployed in Romania, and are being deployed in Poland, as part of the missile defence system.",poland,[],partner,0.8359590768814087,ally,0.3619053363800049
2861,2017-12-22 15:50:00,Four battalion task forces and a US Army armoured brigade are stationed in the Baltics and Poland; the multinational NATO divisions are headquartered in Poland and Romania.,poland,[],partner,0.8321691155433655,ally,0.524048388004303
2937,2018-03-01 14:00:00,"There are new missile defence systems installed in Alaska and California; as a result of NATO’s expansion to the east, two new missile defence areas were created in Western Europe: one has already been created in Romania, while the deployment of the system in Poland is now almost complete.",poland,[],partner,0.7929407954216003,adversary,0.5644915699958801
2937,2018-03-01 14:00:00,"As the video clips show, it can attack targets both via the North and South poles.",poles,[],partner,0.7396693825721741,adversary,0.5274003744125366
2951,2018-03-10 10:00:00,Construction of another one is almost finished in Poland.,poland,[],partner,0.7387937903404236,ally,0.7299491763114929
2959,2018-03-15 18:00:00,Do you buy them from Poland?,poland,[],partner,0.9185398817062378,ally,0.6750275492668152
3013,2018-05-03 16:00:00,"Workathons, spit and polish are not the point.",polish,[],partner,0.4222133755683899,adversary,0.4651898145675659
3080,2018-06-04 22:00:00,"Then Ukraine would not have to limit the use of the languages ​​of foreign minorities, meaning not only Russian, but also Romanian, Hungarian and Polish.",polish,[],partner,0.8702500462532043,adversary,0.5113981366157532
3124,2018-06-20 17:10:00,The Polish team is made up of talented players and is a strong team.,polish,[],partner,0.9324300289154053,ally,0.898810625076294
3162,2018-07-17 02:00:00,"Of course, its decisions are taken by consensus, but before taking them, individual NATO members can be contacted on a bilateral basis, as it was done with regard to Poland and Romania, which now host elements of the US strategic missile defence system.",poland,[],partner,0.8269270062446594,adversary,0.4712724983692169
3322,2018-11-01 13:40:00,"The weight, the influence of the poles on the common development, of course, will be determined by their economic, scientific, cultural, spiritual and human potential.",poles,[],partner,0.8199896812438965,ally,0.5841755867004395
3397,2018-12-18 14:00:00,"You and I are well aware that the deployment of Aegis sea-based systems in Romania, and, in the near future, in Poland, is a direct violation of the INF Treaty, because these units can be used and, as a matter of fact, are being used at sea to launch missiles of this type.",poland,[],enemy,0.5140587687492371,adversary,0.831214964389801
3397,2018-12-18 14:00:00,They are also planning to place them in Poland.,poland,[],partner,0.8472922444343567,ally,0.5988820791244507
3470,2019-02-20 13:30:00,"Using medium-range target missiles and deploying launchers in Romania and Poland that are fit for launching Tomahawk cruise missiles, the US has openly violated these clauses of the Treaty.",poland,[],enemy,0.7379507422447205,adversary,0.8613789081573486
3561,2019-04-25 12:45:00,"Poland, for example, has been issuing identity cards to ethnic Poles for as long as ten years, I think, since 2009.",poland,['ethnic'],partner,0.8916752934455872,ally,0.5783020853996277
3561,2019-04-25 12:45:00,"In this connection there is a question: are ethnic Russians living in Ukraine worse than Romanians, Poles or Hungarians, or Ukrainians who live there but feel an unbreakable bond with Russia due to various circumstances (family ties, mixed marriages or other considerations)?",poles,[],partner,0.8615955710411072,adversary,0.5766398310661316
3561,2019-04-25 12:45:00,"Moreover, when other countries neighbouring Ukraine have been doing the same for many years, why should Russia refrain from taking the same steps, especially since people living in Donetsk and Lugansk republics are in a much more challenging situation than the ethnic Poles, Romanians and Hungarians living in Ukraine?",poles,['ethnic'],partner,0.7900179624557495,adversary,0.48052695393562317
3618,2019-06-06 15:45:00,"However, they went ahead and deployed them in Romania and Poland which is a direct violation.",poland,[],enemy,0.6386387944221497,adversary,0.9517174363136292
3625,2019-06-07 17:50:00,Proximity to European culture and partial inclusion in Catholic Poland created a desire to be closer to Europe in this part of the population – this is a completely legitimate desire and there is nothing wrong with it.,poland,['catholic'],partner,0.8530040979385376,ally,0.6685590744018555
3688,2019-07-19 22:00:00,"They did not want to be part of the Catholic world, where Poland was dragging them.",poland,[],enemy,0.4916144013404846,adversary,0.8849959969520569
3718,2019-08-21 18:30:00,These missiles can be launched from existing launchers in Romania or ones that will soon be located in Poland.,poland,[],partner,0.8073636889457703,adversary,0.547938883304596
3721,2019-08-23 12:30:00,"We have repeatedly pointed out that the deployment of such launch systems on land, at the US missile defence base in Romania, and their forthcoming deployment in Poland is a direct, substantial, and flagrant violation of the INF Treaty.",poland,[],enemy,0.702183723449707,adversary,0.8550103306770325
3721,2019-08-23 12:30:00,"And of course, the question arises: how do we know now what exactly they are going to deploy in Romania and Poland?",poland,[],partner,0.6795958876609802,adversary,0.673678994178772
3744,2019-09-04 13:50:00,"Of course, the final version of the programme will require careful polishing and a detailed analysis of all aspects and proposed measures, especially concerning the sources and amount of financing, as well as approaches to management decisions.",polish,[],partner,0.726032018661499,ally,0.6025684475898743
3794,2019-10-03 18:30:00,The Aegis system that is already deployed in Europe: in Romania and soon to be deployed in Poland.,poland,[],partner,0.9115186929702759,ally,0.7273725271224976
3807,2019-10-13 13:00:00,"Poland will soon get it, too.",poland,[],partner,0.9695996642112732,ally,0.8109983801841736
3913,2019-12-10 02:20:00,"By the way, as far as I know, the other [national minority] schools – Hungarian, Romanian and Polish – are to start the process in 2023.",polish,[],partner,0.9112240672111511,ally,0.5742669701576233
3917,2019-12-11 17:30:00,"As if they had forgotten who attacked Poland on September 1, 1939, and the Soviet Union on June 22, 1941.",poland,[],enemy,0.7438250780105591,adversary,0.9815315008163452
3926,2019-12-19 16:20:00,"How did Poland behave in this situation, which, as one diplomat wrote at the time, “did everything possible to participate in the partition of Czechoslovakia?”",poland,[],enemy,0.5313961505889893,adversary,0.8555480241775513
3926,2019-12-19 16:20:00,"And how, by not creating it, they were really trying to push Hitler to aggression to the East, not realising then that Nazi Germany was interested not in Polish-German relations, but in expanding their living space to the East, that is, war against the Soviet Union.",polish,[],enemy,0.5487625002861023,adversary,0.8008553981781006
3926,2019-12-19 16:20:00,"Yes, they say there were secret protocols, the division of Poland.",poland,[],partner,0.7937577366828918,adversary,0.616614818572998
3926,2019-12-19 16:20:00,Poland itself joined in dividing Czechoslovakia.,poland,['itself'],partner,0.9399357438087463,adversary,0.51455157995224
3926,2019-12-19 16:20:00,Poland took them over.,poland,[],partner,0.6725971102714539,adversary,0.6161896586418152
3926,2019-12-19 16:20:00,But the Poles did the same.,poles,[],partner,0.9479687809944153,ally,0.77449631690979
3926,2019-12-19 16:20:00,"By the way, yes, Soviet troops entered Poland under the protocols.",poland,[],enemy,0.6922882795333862,adversary,0.8958435654640198
3926,2019-12-19 16:20:00,I draw your attention to the following circumstance: the troops did enter but only after the Polish government lost control over their armed forces and over the developments in Poland while the government itself was somewhere near the Polish-Romanian border.,poland,[],partner,0.7321690320968628,adversary,0.5238270163536072
3926,2019-12-19 16:20:00,That means the Red Army did not invade those territories in Poland.,poland,[],enemy,0.5879979133605957,adversary,0.718550443649292
3926,2019-12-19 16:20:00,"However, other Polish studies later separated them even further, even removed them from among the Slavic peoples.",polish,[],partner,0.7627109885215759,adversary,0.6528820991516113
3932,2019-12-20 17:00:00,"In addition, the European parliamentarians are demanding that Russia stop its efforts aimed at distorting historical facts and promoting the thesis that Poland, the Baltic countries and the West really started the war.",poland,['countries'],partner,0.5726948380470276,adversary,0.7495614886283875
3932,2019-12-20 17:00:00,"So, the Declaration on the Non-use of Force between Germany and Poland.",poland,[],partner,0.7344740629196167,ally,0.5618147850036621
3932,2019-12-20 17:00:00,"“Prime Minister of France, Eduard Daladier, has devoted the past several days to clarifying Poland’s position.”",poland,[],partner,0.8451997637748718,ally,0.6006035804748535
3932,2019-12-20 17:00:00,"‘The probe in Poland gave an utterly negative result,’ the Prime Minister of France said.",poland,[],partner,0.7392470240592957,adversary,0.5644398927688599
3932,2019-12-20 17:00:00,"“Not only can we not rely on Polish support, but there is no certainty that Poland will not stab us in the back.”",poland,[],enemy,0.8733448386192322,adversary,0.9663957357406616
3932,2019-12-20 17:00:00,"Contrary to Polish assurances, Daladier does not believe in the Poles’ loyalty, even if Germany were to directly attack France.",polish,[],enemy,0.7345705032348633,adversary,0.9031422138214111
3932,2019-12-20 17:00:00,He demanded a clear and unambiguous answer from the Poles as to whose side they are on in peace and in war.,poles,[],partner,0.6111547350883484,adversary,0.7327346205711365
3932,2019-12-20 17:00:00,"In this regard, he asked the Polish ambassador to France, Juliusz Łukasiewicz, a number of direct questions.",polish,[],partner,0.8918592929840088,ally,0.6365346312522888
3932,2019-12-20 17:00:00,He asked him if the Poles would let Soviet troops pass through their territory.,poles,[],enemy,0.5541988015174866,adversary,0.8657810091972351
3932,2019-12-20 17:00:00,Łukasiewicz said the Poles would open fire on them.,poles,[],enemy,0.8478756546974182,adversary,0.9535422921180725
3932,2019-12-20 17:00:00,When Łukasiewicz said no to the question of whether Poland would come to the rescue if after a German attack on Czechoslovakia (there was an agreement on mutual assistance between France and Czechoslovakia)… Germany declares war on France.,poland,[],enemy,0.6050407886505127,adversary,0.6833864450454712
3932,2019-12-20 17:00:00,The Polish representative said no.,polish,[],partner,0.7858478426933289,adversary,0.634965717792511
3932,2019-12-20 17:00:00,Daladier said he saw no reason in a Franco-Polish alliance and the sacrifices that France is making as part of it.“,polish,['franco'],partner,0.7144672274589539,ally,0.5406884551048279
3932,2019-12-20 17:00:00,France linked its aid to Czechoslovakia to support from Poland.,poland,[],partner,0.9606549739837646,ally,0.7655419111251831
3932,2019-12-20 17:00:00,But Poland refused to provide it.,poland,[],partner,0.46577608585357666,adversary,0.770961344242096
3932,2019-12-20 17:00:00,What did the Polish authorities do when Germany began to claim part of Czechoslovak territory?,polish,[],partner,0.5373095273971558,adversary,0.8189682364463806
3932,2019-12-20 17:00:00,"From a report from a commander of the Silesia Independent Operation Group, a Mr Bortnowski on preparations for the offensive operation, the capture of Tesin Silesia and the training of troops, the Polish authorities trained and sent militants to Czechoslovakia to carry out sabotage and terrorist attacks and actively prepare for the partitioning and occupation of Czechoslovakia.",polish,[],enemy,0.5054380297660828,adversary,0.71677565574646
3932,2019-12-20 17:00:00,"The next document is a record of a conversation between German Ambassador to Poland Mr Moltke and Polish Foreign Minister, Mr Beck.",poland,[],partner,0.8822227716445923,ally,0.5733346939086914
3932,2019-12-20 17:00:00,"In this document, Polish Foreign Minister Beck spoke directly about this, I quote: “In the areas claimed by Poland, there will be no conflict with German interests.”",poland,[],partner,0.4994194805622101,ally,0.36507412791252136
3932,2019-12-20 17:00:00,"Simultaneously with Germany, which annexed Sudetenland, Poland began a direct seizing of Czechoslovak territory on October 1, 1938, thereby violating the agreement it had previously concluded with Czechoslovakia.",poland,[],enemy,0.6963031888008118,adversary,0.9390782117843628
